Type,sCMOS-I
Maker,"Hamamatsu"
ProductName,"Gen I Scientific CMOS Camera"
Comment,""
Public,1
image_size,600
pixel_length,6.5e-6
readout,3.0
dark_current,0.02
excess,1.00
QE
200, 0.0870481475644
201, 0.0882385685249
202, 0.0894412126226
203, 0.0906561366281
204, 0.0918833964023
205, 0.093123046874
206, 0.0943751420171
207, 0.0956397348281
208, 0.096916877303
209, 0.0982066204146
210, 0.0995090140896
211, 0.100824107185
212, 0.102151947467
213, 0.103492581583
214, 0.104846055045
215, 0.106212412201
216, 0.107591696215
217, 0.108983949041
218, 0.110389211402
219, 0.111807522766
220, 0.113238921322
221, 0.114683443956
222, 0.116141126228
223, 0.117612002352
224, 0.119096105166
225, 0.120593466115
226, 0.122104115224
227, 0.123628081075
228, 0.125165390786
229, 0.126716069984
230, 0.128280142785
231, 0.12985763177
232, 0.131448557961
233, 0.133052940799
234, 0.134670798121
235, 0.136302146137
236, 0.137946999407
237, 0.139605370818
238, 0.141277271563
239, 0.142962711117
240, 0.144661697215
241, 0.14637423583
242, 0.148100331153
243, 0.149839985568
244, 0.15159319963
245, 0.153359972047
246, 0.155140299656
247, 0.156934177402
248, 0.158741598317
249, 0.1605625535
250, 0.162397032097
251, 0.164245021276
252, 0.166106506213
253, 0.167981470068
254, 0.169869893966
255, 0.17177175698
256, 0.173687036107
257, 0.175615706252
258, 0.17755774021
259, 0.179513108645
260, 0.181481780075
261, 0.18346372085
262, 0.185458895138
263, 0.187467264905
264, 0.189488789901
265, 0.191523427641
266, 0.193571133388
267, 0.195631860139
268, 0.19770555861
269, 0.199792177218
270, 0.201891662067
271, 0.204003956934
272, 0.206129003255
273, 0.20826674011
274, 0.210417104212
275, 0.21258002989
276, 0.21475544908
277, 0.216943291312
278, 0.219143483696
279, 0.221355950914
280, 0.223580615205
281, 0.225817396361
282, 0.228066211709
283, 0.230326976108
284, 0.232599601935
285, 0.234883999081
286, 0.23718007494
287, 0.239487734401
288, 0.241806879842
289, 0.244137411125
290, 0.246479225585
291, 0.24883221803
292, 0.251196280733
293, 0.253571303426
294, 0.2559571733
295, 0.258353774998
296, 0.260760990614
297, 0.263178699688
298, 0.26560677921
299, 0.268045103611
300, 0.270493544768
301, 0.272951972002
302, 0.275420252078
303, 0.277898249208
304, 0.280385825049
305, 0.282882838708
306, 0.285389146747
307, 0.287904603181
308, 0.290429059484
309, 0.292962364598
310, 0.295504364931
311, 0.298054904369
312, 0.300613824281
313, 0.303180963522
314, 0.305756158448
315, 0.308339242917
316, 0.310930048306
317, 0.313528403512
318, 0.31613413497
319, 0.318747066659
320, 0.321367020116
321, 0.323993814449
322, 0.326627266347
323, 0.329267190096
324, 0.331913397594
325, 0.334565698362
326, 0.337223899564
327, 0.339887806022
328, 0.342557220231
329, 0.34523194238
330, 0.347911770366
331, 0.350596499817
332, 0.353285924109
333, 0.355979834387
334, 0.358678019587
335, 0.361380266455
336, 0.364086359572
337, 0.366796081377
338, 0.369509212186
339, 0.372225530222
340, 0.374944811637
341, 0.377666830537
342, 0.380391359011
343, 0.383118167154
344, 0.385847023097
345, 0.388577693035
346, 0.391309941256
347, 0.394043530168
348, 0.396778220332
349, 0.399513770491
350, 0.402249937603
351, 0.40498647687
352, 0.407723141772
353, 0.410459684104
354, 0.413195854001
355, 0.415931399981
356, 0.418666068975
357, 0.421399606366
358, 0.424131756021
359, 0.426862260332
360, 0.429590860248
361, 0.43231729532
362, 0.435041303733
363, 0.437762622348
364, 0.440480986743
365, 0.443196131249
366, 0.445907788992
367, 0.448615691938
368, 0.45131957093
369, 0.45401915573
370, 0.456714175067
371, 0.459404356674
372, 0.462089427334
373, 0.464769112926
374, 0.467443138468
375, 0.470111228159
376, 0.47277310543
377, 0.475428492987
378, 0.478077112858
379, 0.480718686438
380, 0.483352934538
381, 0.485979577433
382, 0.488598334908
383, 0.491208926308
384, 0.493811070587
385, 0.496404486354
386, 0.498988891926
387, 0.501564005375
388, 0.50412954458
389, 0.506685227276
390, 0.509230771106
391, 0.511765893669
392, 0.514290312575
393, 0.516803745493
394, 0.519305910206
395, 0.521796524658
396, 0.524275307012
397, 0.526741975697
398, 0.529196249466
399, 0.531637847441
400, 0.534066489174
401, 0.536481894694
402, 0.538883784564
403, 0.541271879931
404, 0.543645902582
405, 0.546005574996
406, 0.548350620397
407, 0.550680762808
408, 0.552995727108
409, 0.555295239078
410, 0.557579025463
411, 0.559846814019
412, 0.562098333571
413, 0.564333314066
414, 0.566551486624
415, 0.568752583594
416, 0.570936338607
417, 0.573102486629
418, 0.575250764013
419, 0.577380908557
420, 0.57949265955
421, 0.581585757831
422, 0.583659945838
423, 0.585714967664
424, 0.587750569104
425, 0.589766497714
426, 0.591762502857
427, 0.593738335758
428, 0.595693749557
429, 0.597628499353
430, 0.599542342266
431, 0.601435037476
432, 0.603306346284
433, 0.605156032153
434, 0.606983860765
435, 0.608789600065
436, 0.610573020313
437, 0.612333894132
438, 0.614071996555
439, 0.615787105074
440, 0.617478999689
441, 0.619147462952
442, 0.620792280014
443, 0.622413238672
444, 0.624010129415
445, 0.625582745468
446, 0.627130882837
447, 0.628654340354
448, 0.630152919717
449, 0.631626425539
450, 0.633074665384
451, 0.634497449814
452, 0.635894592426
453, 0.637265909897
454, 0.638611222021
455, 0.639930351748
456, 0.641223125226
457, 0.642489371836
458, 0.643728924232
459, 0.644941618376
460, 0.646127293574
461, 0.647285792513
462, 0.648416961297
463, 0.649520649475
464, 0.650596710083
465, 0.651644999668
466, 0.652665378327
467, 0.653657709734
468, 0.65462186117
469, 0.655557703557
470, 0.656465111482
471, 0.657343963226
472, 0.658194140794
473, 0.659015529938
474, 0.659808020185
475, 0.660571504859
476, 0.661305881109
477, 0.662011049928
478, 0.662686916179
479, 0.663333388612
480, 0.663950379888
481, 0.664537806599
482, 0.665095589284
483, 0.665623652447
484, 0.666121924579
485, 0.666590338166
486, 0.667028829714
487, 0.667437339753
488, 0.667815812858
489, 0.668164197661
490, 0.668482446856
491, 0.668770517218
492, 0.669028369608
493, 0.669255968983
494, 0.669453284404
495, 0.669620289044
496, 0.669756960191
497, 0.669863279258
498, 0.669939231781
499, 0.669984807428
500, 0.67
501, 0.669984807428
502, 0.669939231781
503, 0.669863279258
504, 0.669756960191
505, 0.669620289044
506, 0.669453284404
507, 0.669255968983
508, 0.669028369608
509, 0.668770517218
510, 0.668482446856
511, 0.668164197661
512, 0.667815812858
513, 0.667437339753
514, 0.667028829714
515, 0.666590338166
516, 0.666121924579
517, 0.665623652447
518, 0.665095589284
519, 0.664537806599
520, 0.663950379888
521, 0.663333388612
522, 0.662686916179
523, 0.662011049928
524, 0.661305881109
525, 0.660571504859
526, 0.659808020185
527, 0.659015529938
528, 0.658194140794
529, 0.657343963226
530, 0.656465111482
531, 0.655557703557
532, 0.65462186117
533, 0.653657709734
534, 0.652665378327
535, 0.651644999668
536, 0.650596710083
537, 0.649520649475
538, 0.648416961297
539, 0.647285792513
540, 0.646127293574
541, 0.644941618376
542, 0.643728924232
543, 0.642489371836
544, 0.641223125226
545, 0.639930351748
546, 0.638611222021
547, 0.637265909897
548, 0.635894592426
549, 0.634497449814
550, 0.633074665384
551, 0.631626425539
552, 0.630152919717
553, 0.628654340354
554, 0.627130882837
555, 0.625582745468
556, 0.624010129415
557, 0.622413238672
558, 0.620792280014
559, 0.619147462952
560, 0.617478999689
561, 0.615787105074
562, 0.614071996555
563, 0.612333894132
564, 0.610573020313
565, 0.608789600065
566, 0.606983860765
567, 0.605156032153
568, 0.603306346284
569, 0.601435037476
570, 0.599542342266
571, 0.597628499353
572, 0.595693749557
573, 0.593738335758
574, 0.591762502857
575, 0.589766497714
576, 0.587750569104
577, 0.585714967664
578, 0.583659945838
579, 0.581585757831
580, 0.57949265955
581, 0.577380908557
582, 0.575250764013
583, 0.573102486629
584, 0.570936338607
585, 0.568752583594
586, 0.566551486624
587, 0.564333314066
588, 0.562098333571
589, 0.559846814019
590, 0.557579025463
591, 0.555295239078
592, 0.552995727108
593, 0.550680762808
594, 0.548350620397
595, 0.546005574996
596, 0.543645902582
597, 0.541271879931
598, 0.538883784564
599, 0.536481894694
600, 0.534066489174
601, 0.531637847441
602, 0.529196249466
603, 0.526741975697
604, 0.524275307012
605, 0.521796524658
606, 0.519305910206
607, 0.516803745493
608, 0.514290312575
609, 0.511765893669
610, 0.509230771106
611, 0.506685227276
612, 0.50412954458
613, 0.501564005375
614, 0.498988891926
615, 0.496404486354
616, 0.493811070587
617, 0.491208926308
618, 0.488598334908
619, 0.485979577433
620, 0.483352934538
621, 0.480718686438
622, 0.478077112858
623, 0.475428492987
624, 0.47277310543
625, 0.470111228159
626, 0.467443138468
627, 0.464769112926
628, 0.462089427334
629, 0.459404356674
630, 0.456714175067
631, 0.45401915573
632, 0.45131957093
633, 0.448615691938
634, 0.445907788992
635, 0.443196131249
636, 0.440480986743
637, 0.437762622348
638, 0.435041303733
639, 0.43231729532
640, 0.429590860248
641, 0.426862260332
642, 0.424131756021
643, 0.421399606366
644, 0.418666068975
645, 0.415931399981
646, 0.413195854001
647, 0.410459684104
648, 0.407723141772
649, 0.40498647687
650, 0.402249937603
651, 0.399513770491
652, 0.396778220332
653, 0.394043530168
654, 0.391309941256
655, 0.388577693035
656, 0.385847023097
657, 0.383118167154
658, 0.380391359011
659, 0.377666830537
660, 0.374944811637
661, 0.372225530222
662, 0.369509212186
663, 0.366796081377
664, 0.364086359572
665, 0.361380266455
666, 0.358678019587
667, 0.355979834387
668, 0.353285924109
669, 0.350596499817
670, 0.347911770366
671, 0.34523194238
672, 0.342557220231
673, 0.339887806022
674, 0.337223899564
675, 0.334565698362
676, 0.331913397594
677, 0.329267190096
678, 0.326627266347
679, 0.323993814449
680, 0.321367020116
681, 0.318747066659
682, 0.31613413497
683, 0.313528403512
684, 0.310930048306
685, 0.308339242917
686, 0.305756158448
687, 0.303180963522
688, 0.300613824281
689, 0.298054904369
690, 0.295504364931
691, 0.292962364598
692, 0.290429059484
693, 0.287904603181
694, 0.285389146747
695, 0.282882838708
696, 0.280385825049
697, 0.277898249208
698, 0.275420252078
699, 0.272951972002
700, 0.270493544768
701, 0.268045103611
702, 0.26560677921
703, 0.263178699688
704, 0.260760990614
705, 0.258353774998
706, 0.2559571733
707, 0.253571303426
708, 0.251196280733
709, 0.24883221803
710, 0.246479225585
711, 0.244137411125
712, 0.241806879842
713, 0.239487734401
714, 0.23718007494
715, 0.234883999081
716, 0.232599601935
717, 0.230326976108
718, 0.228066211709
719, 0.225817396361
720, 0.223580615205
721, 0.221355950914
722, 0.219143483696
723, 0.216943291312
724, 0.21475544908
725, 0.21258002989
726, 0.210417104212
727, 0.20826674011
728, 0.206129003255
729, 0.204003956934
730, 0.201891662067
731, 0.199792177218
732, 0.19770555861
733, 0.195631860139
734, 0.193571133388
735, 0.191523427641
736, 0.189488789901
737, 0.187467264905
738, 0.185458895138
739, 0.18346372085
740, 0.181481780075
741, 0.179513108645
742, 0.17755774021
743, 0.175615706252
744, 0.173687036107
745, 0.17177175698
746, 0.169869893966
747, 0.167981470068
748, 0.166106506213
749, 0.164245021276
750, 0.162397032097
751, 0.1605625535
752, 0.158741598317
753, 0.156934177402
754, 0.155140299656
755, 0.153359972047
756, 0.15159319963
757, 0.149839985568
758, 0.148100331153
759, 0.14637423583
760, 0.144661697215
761, 0.142962711117
762, 0.141277271563
763, 0.139605370818
764, 0.137946999407
765, 0.136302146137
766, 0.134670798121
767, 0.133052940799
768, 0.131448557961
769, 0.12985763177
770, 0.128280142785
771, 0.126716069984
772, 0.125165390786
773, 0.123628081075
774, 0.122104115224
775, 0.120593466115
776, 0.119096105166
777, 0.117612002352
778, 0.116141126228
779, 0.114683443956
780, 0.113238921322
781, 0.111807522766
782, 0.110389211402
783, 0.108983949041
784, 0.107591696215
785, 0.106212412201
786, 0.104846055045
787, 0.103492581583
788, 0.102151947467
789, 0.100824107185
790, 0.0995090140896
791, 0.0982066204146
792, 0.096916877303
793, 0.0956397348281
794, 0.0943751420171
795, 0.093123046874
796, 0.0918833964023
797, 0.0906561366281
798, 0.0894412126226
799, 0.0882385685249
800, 0.0870481475644
801, 0.0858698920835
802, 0.0847037435597
803, 0.0835496426281
804, 0.0824075291034
805, 0.0812773420018
806, 0.0801590195631
807, 0.0790524992724
808, 0.0779577178818
809, 0.0768746114318
810, 0.0758031152728
811, 0.0747431640862
812, 0.0736946919055
813, 0.0726576321375
814, 0.0716319175828
815, 0.0706174804564
816, 0.0696142524086
817, 0.0686221645447
818, 0.0676411474456
819, 0.0666711311875
820, 0.0657120453622
821, 0.064763819096
822, 0.0638263810696
823, 0.0628996595375
824, 0.0619835823467
825, 0.0610780769559
826, 0.060183070454
827, 0.0592984895789
828, 0.0584242607356
829, 0.0575603100145
830, 0.0567065632092
831, 0.0558629458344
832, 0.0550293831433
833, 0.0542058001451
834, 0.053392121622
835, 0.0525882721463
836, 0.051794176097
837, 0.0510097576763
838, 0.050234940926
839, 0.0494696497437
840, 0.0487138078983
841, 0.0479673390463
842, 0.0472301667467
843, 0.0465022144764
844, 0.0457834056455
845, 0.0450736636118
846, 0.0443729116956
847, 0.043681073194
848, 0.0429980713949
849, 0.0423238295913
850, 0.0416582710948
851, 0.0410013192492
852, 0.0403528974437
853, 0.0397129291261
854, 0.0390813378153
855, 0.0384580471145
856, 0.0378429807233
857, 0.0372360624497
858, 0.0366372162224
859, 0.0360463661025
860, 0.0354634362949
861, 0.0348883511596
862, 0.0343210352231
863, 0.0337614131889
864, 0.0332094099483
865, 0.0326649505911
866, 0.0321279604154
867, 0.0315983649379
868, 0.0310760899039
869, 0.0305610612963
870, 0.0300532053454
871, 0.0295524485383
872, 0.029058717627
873, 0.0285719396384
874, 0.0280920418815
875, 0.0276189519569
876, 0.0271525977641
877, 0.02669290751
878, 0.0262398097163
879, 0.025793233227
880, 0.0253531072161
881, 0.0249193611941
882, 0.0244919250156
883, 0.0240707288856
884, 0.0236557033662
885, 0.0232467793829
886, 0.0228438882308
887, 0.0224469615806
888, 0.022055931484
889, 0.02167073038
890, 0.0212912910997
891, 0.0209175468719
892, 0.0205494313277
893, 0.0201868785059
894, 0.0198298228575
895, 0.01947819925
896, 0.0191319429718
897, 0.0187909897367
898, 0.0184552756877
899, 0.0181247374005
900, 0.0177993118876
901, 0.0174789366019
902, 0.0171635494395
903, 0.0168530887434
904, 0.0165474933061
905, 0.0162467023729
906, 0.0159506556442
907, 0.0156592932785
908, 0.0153725558943
909, 0.0150903845729
910, 0.01481272086
911, 0.0145395067682
912, 0.0142706847782
913, 0.0140061978414
914, 0.0137459893804
915, 0.0134900032913
916, 0.0132381839444
917, 0.0129904761859
918, 0.0127468253384
919, 0.012507177202
920, 0.0122714780555
921, 0.0120396746561
922, 0.0118117142412
923, 0.0115875445276
924, 0.0113671137126
925, 0.011150370474
926, 0.01093726397
927, 0.0107277438395
928, 0.0105217602014
929, 0.0103192636551
930, 0.0101202052797
931, 0.00992453663356
932, 0.00973220975382
933, 0.00954317715584
934, 0.00935739183239
935, 0.00917480725283
936, 0.00899537736218
937, 0.00881905658013
938, 0.00864579979992
939, 0.0084755623872
940, 0.00830830017873
941, 0.00814396948104
942, 0.00798252706903
943, 0.00782393018445
944, 0.00766813653432
945, 0.0075151042893
946, 0.00736479208196
947, 0.00721715900499
948, 0.00707216460935
949, 0.00692976890234
950, 0.0067899323456
951, 0.00665261585309
952, 0.00651778078899
953, 0.00638538896548
954, 0.00625540264055
955, 0.00612778451575
956, 0.00600249773379
957, 0.00587950587622
958, 0.00575877296096
959, 0.00564026343983
960, 0.00552394219603
961, 0.00540977454155
962, 0.00529772621457
963, 0.00518776337678
964, 0.00507985261072
965, 0.00497396091702
966, 0.00487005571161
967, 0.00476810482294
968, 0.00466807648915
969, 0.00456993935514
970, 0.00447366246971
971, 0.00437921528263
972, 0.00428656764163
973, 0.00419568978945
974, 0.00410655236082
975, 0.0040191263794
976, 0.00393338325474
977, 0.00384929477918
978, 0.00376683312475
979, 0.00368597084004
980, 0.00360668084709
981, 0.00352893643818
982, 0.00345271127271
983, 0.00337797937399
984, 0.00330471512604
985, 0.00323289327036
986, 0.00316248890276
987, 0.00309347747008
988, 0.00302583476697
989, 0.00295953693265
990, 0.00289456044764
991, 0.00283088213052
992, 0.00276847913463
993, 0.00270732894487
994, 0.00264740937436
995, 0.00258869856121
996, 0.00253117496525
997, 0.00247481736474
998, 0.00241960485311
999, 0.0023655168357
