Type,sCMOS-II
Maker,"Hamamatsu"
ProductName,"Gen II Scientific CMOS Camera"
Comment,""
Public,1
image_size,600
pixel_length,6.5e-6
readout,1.9
dark_current,0.00
excess,1.00
QE
200, 0.0193932801164
201, 0.0197478482124
202, 0.0201079869433
203, 0.0204737649371
204, 0.0208452512976
205, 0.0212225156007
206, 0.0216056278895
207, 0.0219946586707
208, 0.0223896789093
209, 0.0227907600246
210, 0.0231979738848
211, 0.0236113928021
212, 0.0240310895273
213, 0.0244571372445
214, 0.0248896095649
215, 0.0253285805217
216, 0.0257741245632
217, 0.026226316547
218, 0.0266852317334
219, 0.0271509457786
220, 0.0276235347279
221, 0.0281030750086
222, 0.0285896434223
223, 0.0290833171378
224, 0.0295841736833
225, 0.0300922909381
226, 0.0306077471246
227, 0.0311306208
228, 0.0316609908474
229, 0.0321989364671
230, 0.0327445371674
231, 0.0332978727557
232, 0.0338590233281
233, 0.0344280692607
234, 0.0350050911988
235, 0.035590170047
236, 0.0361833869586
237, 0.0367848233252
238, 0.0373945607655
239, 0.0380126811142
240, 0.0386392664109
241, 0.0392743988878
242, 0.0399181609588
243, 0.0405706352064
244, 0.0412319043702
245, 0.0419020513337
246, 0.0425811591122
247, 0.0432693108388
248, 0.0439665897521
249, 0.044673079182
250, 0.0453888625361
251, 0.046114023286
252, 0.0468486449526
253, 0.0475928110919
254, 0.0483466052803
255, 0.0491101110994
256, 0.0498834121212
257, 0.0506665918922
258, 0.051459733918
259, 0.0522629216475
260, 0.0530762384564
261, 0.0538997676312
262, 0.0547335923522
263, 0.0555777956772
264, 0.0564324605236
265, 0.057297669652
266, 0.0581735056479
267, 0.0590600509043
268, 0.0599573876039
269, 0.0608655977001
270, 0.0617847628995
271, 0.0627149646426
272, 0.063656284085
273, 0.0646088020785
274, 0.0655725991513
275, 0.0665477554892
276, 0.0675343509151
277, 0.0685324648692
278, 0.0695421763893
279, 0.0705635640897
280, 0.0715967061409
281, 0.0726416802491
282, 0.0736985636347
283, 0.0747674330114
284, 0.0758483645646
285, 0.0769414339302
286, 0.0780467161723
287, 0.0791642857618
288, 0.0802942165537
289, 0.0814365817655
290, 0.0825914539539
291, 0.0837589049929
292, 0.0849390060504
293, 0.0861318275655
294, 0.0873374392255
295, 0.0885559099423
296, 0.0897873078291
297, 0.0910317001769
298, 0.0922891534307
299, 0.0935597331656
300, 0.0948435040627
301, 0.0961405298853
302, 0.0974508734545
303, 0.0987745966247
304, 0.100111760259
305, 0.101462424206
306, 0.102826647272
307, 0.104204487201
308, 0.105596000644
309, 0.107001243138
310, 0.108420269083
311, 0.109853131709
312, 0.111299883061
313, 0.112760573963
314, 0.114235254004
315, 0.115723971502
316, 0.117226773487
317, 0.118743705671
318, 0.120274812423
319, 0.121820136746
320, 0.123379720246
321, 0.124953603116
322, 0.126541824099
323, 0.128144420473
324, 0.129761428017
325, 0.131392880991
326, 0.13303881211
327, 0.134699252515
328, 0.136374231752
329, 0.138063777743
330, 0.139767916765
331, 0.141486673421
332, 0.143220070614
333, 0.144968129527
334, 0.146730869595
335, 0.148508308478
336, 0.150300462041
337, 0.152107344324
338, 0.153928967524
339, 0.155765341963
340, 0.15761647607
341, 0.159482376352
342, 0.161363047376
343, 0.163258491738
344, 0.165168710044
345, 0.167093700887
346, 0.169033460819
347, 0.170987984333
348, 0.172957263838
349, 0.174941289635
350, 0.176940049896
351, 0.178953530644
352, 0.180981715724
353, 0.18302458679
354, 0.185082123277
355, 0.187154302381
356, 0.189241099041
357, 0.191342485916
358, 0.193458433363
359, 0.19558890942
360, 0.197733879783
361, 0.199893307792
362, 0.202067154404
363, 0.204255378181
364, 0.206457935266
365, 0.20867477937
366, 0.210905861751
367, 0.213151131197
368, 0.215410534008
369, 0.217684013984
370, 0.219971512401
371, 0.222272968002
372, 0.224588316979
373, 0.226917492956
374, 0.229260426977
375, 0.231617047492
376, 0.233987280341
377, 0.236371048743
378, 0.238768273281
379, 0.241178871891
380, 0.243602759851
381, 0.246039849767
382, 0.248490051564
383, 0.250953272476
384, 0.253429417034
385, 0.255918387059
386, 0.258420081651
387, 0.260934397183
388, 0.263461227291
389, 0.266000462867
390, 0.268551992055
391, 0.271115700242
392, 0.273691470052
393, 0.276279181345
394, 0.278878711208
395, 0.281489933953
396, 0.284112721116
397, 0.286746941451
398, 0.28939246093
399, 0.29204914274
400, 0.294716847284
401, 0.297395432181
402, 0.300084752264
403, 0.302784659584
404, 0.305495003411
405, 0.308215630235
406, 0.310946383769
407, 0.313687104958
408, 0.316437631975
409, 0.319197800233
410, 0.321967442387
411, 0.324746388343
412, 0.327534465261
413, 0.330331497569
414, 0.333137306965
415, 0.335951712432
416, 0.338774530244
417, 0.341605573976
418, 0.344444654519
419, 0.347291580091
420, 0.350146156246
421, 0.353008185892
422, 0.355877469303
423, 0.358753804135
424, 0.361636985438
425, 0.364526805677
426, 0.367423054749
427, 0.370325519994
428, 0.373233986222
429, 0.376148235728
430, 0.379068048309
431, 0.381993201293
432, 0.384923469551
433, 0.387858625526
434, 0.390798439251
435, 0.393742678376
436, 0.396691108191
437, 0.399643491649
438, 0.402599589397
439, 0.405559159794
440, 0.408521958948
441, 0.411487740735
442, 0.414456256833
443, 0.417427256749
444, 0.420400487852
445, 0.423375695396
446, 0.426352622562
447, 0.429331010481
448, 0.432310598272
449, 0.435291123073
450, 0.438272320075
451, 0.44125392256
452, 0.444235661931
453, 0.447217267755
454, 0.450198467792
455, 0.453178988039
456, 0.456158552764
457, 0.459136884548
458, 0.462113704322
459, 0.465088731406
460, 0.468061683554
461, 0.47103227699
462, 0.474000226455
463, 0.476965245245
464, 0.479927045257
465, 0.482885337032
466, 0.485839829797
467, 0.488790231515
468, 0.491736248923
469, 0.494677587587
470, 0.497613951939
471, 0.500545045331
472, 0.50347057008
473, 0.506390227517
474, 0.509303718032
475, 0.512210741128
476, 0.515110995469
477, 0.518004178927
478, 0.520889988636
479, 0.523768121044
480, 0.526638271959
481, 0.529500136606
482, 0.532353409676
483, 0.535197785381
484, 0.538032957505
485, 0.54085861946
486, 0.543674464337
487, 0.546480184961
488, 0.549275473945
489, 0.552060023749
490, 0.554833526727
491, 0.557595675192
492, 0.560346161462
493, 0.563084677925
494, 0.56581091709
495, 0.568524571642
496, 0.571225334505
497, 0.573912898894
498, 0.576586958373
499, 0.579247206913
500, 0.58189333895
501, 0.584525049443
502, 0.587142033928
503, 0.589743988582
504, 0.592330610276
505, 0.594901596637
506, 0.597456646104
507, 0.599995457985
508, 0.60251773252
509, 0.605023170936
510, 0.607511475504
511, 0.609982349602
512, 0.612435497772
513, 0.614870625774
514, 0.61728744065
515, 0.619685650782
516, 0.622064965945
517, 0.624425097372
518, 0.626765757806
519, 0.629086661562
520, 0.631387524584
521, 0.633668064502
522, 0.63592800069
523, 0.63816705432
524, 0.640384948427
525, 0.642581407957
526, 0.644756159829
527, 0.646908932991
528, 0.649039458472
529, 0.651147469445
530, 0.653232701274
531, 0.655294891579
532, 0.65733378028
533, 0.65934910966
534, 0.661340624416
535, 0.663308071713
536, 0.665251201237
537, 0.667169765248
538, 0.669063518634
539, 0.670932218962
540, 0.672775626527
541, 0.67459350441
542, 0.676385618522
543, 0.678151737657
544, 0.679891633541
545, 0.681605080883
546, 0.683291857419
547, 0.684951743967
548, 0.686584524468
549, 0.688189986035
550, 0.689767919001
551, 0.691318116961
552, 0.692840376823
553, 0.694334498843
554, 0.69580028668
555, 0.697237547427
556, 0.698646091664
557, 0.700025733493
558, 0.701376290581
559, 0.7026975842
560, 0.703989439267
561, 0.70525168438
562, 0.706484151861
563, 0.707686677786
564, 0.70885910203
565, 0.710001268295
566, 0.711113024147
567, 0.712194221053
568, 0.713244714409
569, 0.714264363577
570, 0.715253031913
571, 0.716210586799
572, 0.717136899671
573, 0.718031846052
574, 0.718895305574
575, 0.719727162011
576, 0.720527303298
577, 0.721295621564
578, 0.72203201315
579, 0.722736378637
580, 0.723408622864
581, 0.724048654951
582, 0.724656388324
583, 0.725231740726
584, 0.725774634242
585, 0.726284995316
586, 0.726762754763
587, 0.72720784779
588, 0.72762021401
589, 0.727999797451
590, 0.728346546574
591, 0.728660414282
592, 0.728941357931
593, 0.729189339339
594, 0.729404324798
595, 0.729586285078
596, 0.729735195432
597, 0.729851035609
598, 0.729933789851
599, 0.7299834469
600, 0.73
601, 0.7299834469
602, 0.729933789851
603, 0.729851035609
604, 0.729735195432
605, 0.729586285078
606, 0.729404324798
607, 0.729189339339
608, 0.728941357931
609, 0.728660414282
610, 0.728346546574
611, 0.727999797451
612, 0.72762021401
613, 0.72720784779
614, 0.726762754763
615, 0.726284995316
616, 0.725774634242
617, 0.725231740726
618, 0.724656388324
619, 0.724048654951
620, 0.723408622864
621, 0.722736378637
622, 0.72203201315
623, 0.721295621564
624, 0.720527303298
625, 0.719727162011
626, 0.718895305574
627, 0.718031846052
628, 0.717136899671
629, 0.716210586799
630, 0.715253031913
631, 0.714264363577
632, 0.713244714409
633, 0.712194221053
634, 0.711113024147
635, 0.710001268295
636, 0.70885910203
637, 0.707686677786
638, 0.706484151861
639, 0.70525168438
640, 0.703989439267
641, 0.7026975842
642, 0.701376290581
643, 0.700025733493
644, 0.698646091664
645, 0.697237547427
646, 0.69580028668
647, 0.694334498843
648, 0.692840376823
649, 0.691318116961
650, 0.689767919001
651, 0.688189986035
652, 0.686584524468
653, 0.684951743967
654, 0.683291857419
655, 0.681605080883
656, 0.679891633541
657, 0.678151737657
658, 0.676385618522
659, 0.67459350441
660, 0.672775626527
661, 0.670932218962
662, 0.669063518634
663, 0.667169765248
664, 0.665251201237
665, 0.663308071713
666, 0.661340624416
667, 0.65934910966
668, 0.65733378028
669, 0.655294891579
670, 0.653232701274
671, 0.651147469445
672, 0.649039458472
673, 0.646908932991
674, 0.644756159829
675, 0.642581407957
676, 0.640384948427
677, 0.63816705432
678, 0.63592800069
679, 0.633668064502
680, 0.631387524584
681, 0.629086661562
682, 0.626765757806
683, 0.624425097372
684, 0.622064965945
685, 0.619685650782
686, 0.61728744065
687, 0.614870625774
688, 0.612435497772
689, 0.609982349602
690, 0.607511475504
691, 0.605023170936
692, 0.60251773252
693, 0.599995457985
694, 0.597456646104
695, 0.594901596637
696, 0.592330610276
697, 0.589743988582
698, 0.587142033928
699, 0.584525049443
700, 0.58189333895
701, 0.579247206913
702, 0.576586958373
703, 0.573912898894
704, 0.571225334505
705, 0.568524571642
706, 0.56581091709
707, 0.563084677925
708, 0.560346161462
709, 0.557595675192
710, 0.554833526727
711, 0.552060023749
712, 0.549275473945
713, 0.546480184961
714, 0.543674464337
715, 0.54085861946
716, 0.538032957505
717, 0.535197785381
718, 0.532353409676
719, 0.529500136606
720, 0.526638271959
721, 0.523768121044
722, 0.520889988636
723, 0.518004178927
724, 0.515110995469
725, 0.512210741128
726, 0.509303718032
727, 0.506390227517
728, 0.50347057008
729, 0.500545045331
730, 0.497613951939
731, 0.494677587587
732, 0.491736248923
733, 0.488790231515
734, 0.485839829797
735, 0.482885337032
736, 0.479927045257
737, 0.476965245245
738, 0.474000226455
739, 0.47103227699
740, 0.468061683554
741, 0.465088731406
742, 0.462113704322
743, 0.459136884548
744, 0.456158552764
745, 0.453178988039
746, 0.450198467792
747, 0.447217267755
748, 0.444235661931
749, 0.44125392256
750, 0.438272320075
751, 0.435291123073
752, 0.432310598272
753, 0.429331010481
754, 0.426352622562
755, 0.423375695396
756, 0.420400487852
757, 0.417427256749
758, 0.414456256833
759, 0.411487740735
760, 0.408521958948
761, 0.405559159794
762, 0.402599589397
763, 0.399643491649
764, 0.396691108191
765, 0.393742678376
766, 0.390798439251
767, 0.387858625526
768, 0.384923469551
769, 0.381993201293
770, 0.379068048309
771, 0.376148235728
772, 0.373233986222
773, 0.370325519994
774, 0.367423054749
775, 0.364526805677
776, 0.361636985438
777, 0.358753804135
778, 0.355877469303
779, 0.353008185892
780, 0.350146156246
781, 0.347291580091
782, 0.344444654519
783, 0.341605573976
784, 0.338774530244
785, 0.335951712432
786, 0.333137306965
787, 0.330331497569
788, 0.327534465261
789, 0.324746388343
790, 0.321967442387
791, 0.319197800233
792, 0.316437631975
793, 0.313687104958
794, 0.310946383769
795, 0.308215630235
796, 0.305495003411
797, 0.302784659584
798, 0.300084752264
799, 0.297395432181
800, 0.294716847284
801, 0.29204914274
802, 0.28939246093
803, 0.286746941451
804, 0.284112721116
805, 0.281489933953
806, 0.278878711208
807, 0.276279181345
808, 0.273691470052
809, 0.271115700242
810, 0.268551992055
811, 0.266000462867
812, 0.263461227291
813, 0.260934397183
814, 0.258420081651
815, 0.255918387059
816, 0.253429417034
817, 0.250953272476
818, 0.248490051564
819, 0.246039849767
820, 0.243602759851
821, 0.241178871891
822, 0.238768273281
823, 0.236371048743
824, 0.233987280341
825, 0.231617047492
826, 0.229260426977
827, 0.226917492956
828, 0.224588316979
829, 0.222272968002
830, 0.219971512401
831, 0.217684013984
832, 0.215410534008
833, 0.213151131197
834, 0.210905861751
835, 0.20867477937
836, 0.206457935266
837, 0.204255378181
838, 0.202067154404
839, 0.199893307792
840, 0.197733879783
841, 0.19558890942
842, 0.193458433363
843, 0.191342485916
844, 0.189241099041
845, 0.187154302381
846, 0.185082123277
847, 0.18302458679
848, 0.180981715724
849, 0.178953530644
850, 0.176940049896
851, 0.174941289635
852, 0.172957263838
853, 0.170987984333
854, 0.169033460819
855, 0.167093700887
856, 0.165168710044
857, 0.163258491738
858, 0.161363047376
859, 0.159482376352
860, 0.15761647607
861, 0.155765341963
862, 0.153928967524
863, 0.152107344324
864, 0.150300462041
865, 0.148508308478
866, 0.146730869595
867, 0.144968129527
868, 0.143220070614
869, 0.141486673421
870, 0.139767916765
871, 0.138063777743
872, 0.136374231752
873, 0.134699252515
874, 0.13303881211
875, 0.131392880991
876, 0.129761428017
877, 0.128144420473
878, 0.126541824099
879, 0.124953603116
880, 0.123379720246
881, 0.121820136746
882, 0.120274812423
883, 0.118743705671
884, 0.117226773487
885, 0.115723971502
886, 0.114235254004
887, 0.112760573963
888, 0.111299883061
889, 0.109853131709
890, 0.108420269083
891, 0.107001243138
892, 0.105596000644
893, 0.104204487201
894, 0.102826647272
895, 0.101462424206
896, 0.100111760259
897, 0.0987745966247
898, 0.0974508734545
899, 0.0961405298853
900, 0.0948435040627
901, 0.0935597331656
902, 0.0922891534307
903, 0.0910317001769
904, 0.0897873078291
905, 0.0885559099423
906, 0.0873374392255
907, 0.0861318275655
908, 0.0849390060504
909, 0.0837589049929
910, 0.0825914539539
911, 0.0814365817655
912, 0.0802942165537
913, 0.0791642857618
914, 0.0780467161723
915, 0.0769414339302
916, 0.0758483645646
917, 0.0747674330114
918, 0.0736985636347
919, 0.0726416802491
920, 0.0715967061409
921, 0.0705635640897
922, 0.0695421763893
923, 0.0685324648692
924, 0.0675343509151
925, 0.0665477554892
926, 0.0655725991513
927, 0.0646088020785
928, 0.063656284085
929, 0.0627149646426
930, 0.0617847628995
931, 0.0608655977001
932, 0.0599573876039
933, 0.0590600509043
934, 0.0581735056479
935, 0.057297669652
936, 0.0564324605236
937, 0.0555777956772
938, 0.0547335923522
939, 0.0538997676312
940, 0.0530762384564
941, 0.0522629216475
942, 0.051459733918
943, 0.0506665918922
944, 0.0498834121212
945, 0.0491101110994
946, 0.0483466052803
947, 0.0475928110919
948, 0.0468486449526
949, 0.046114023286
950, 0.0453888625361
951, 0.044673079182
952, 0.0439665897521
953, 0.0432693108388
954, 0.0425811591122
955, 0.0419020513337
956, 0.0412319043702
957, 0.0405706352064
958, 0.0399181609588
959, 0.0392743988878
960, 0.0386392664109
961, 0.0380126811142
962, 0.0373945607655
963, 0.0367848233252
964, 0.0361833869586
965, 0.035590170047
966, 0.0350050911988
967, 0.0344280692607
968, 0.0338590233281
969, 0.0332978727557
970, 0.0327445371674
971, 0.0321989364671
972, 0.0316609908474
973, 0.0311306208
974, 0.0306077471246
975, 0.0300922909381
976, 0.0295841736833
977, 0.0290833171378
978, 0.0285896434223
979, 0.0281030750086
980, 0.0276235347279
981, 0.0271509457786
982, 0.0266852317334
983, 0.026226316547
984, 0.0257741245632
985, 0.0253285805217
986, 0.0248896095649
987, 0.0244571372445
988, 0.0240310895273
989, 0.0236113928021
990, 0.0231979738848
991, 0.0227907600246
992, 0.0223896789093
993, 0.0219946586707
994, 0.0216056278895
995, 0.0212225156007
996, 0.0208452512976
997, 0.0204737649371
998, 0.0201079869433
999, 0.0197478482124
