Type,CCD
Maker,""
ProductName,"CCD Camera + GaAsP Image Intensifier(C8600 series)"
Comment,""
Public,1
image_size,512
pixel_length,16e-6
sat_charge,370000
readout,6.00
dark_current,0.00
excess,1.00
QE
200, 0.101418063063
201, 0.102558689172
202, 0.103708824911
203, 0.104868502904
204, 0.106037755219
205, 0.107216613361
206, 0.108405108254
207, 0.109603270238
208, 0.110811129056
209, 0.11202871384
210, 0.113256053108
211, 0.114493174746
212, 0.115740106002
213, 0.116996873476
214, 0.118263503104
215, 0.119540020156
216, 0.120826449217
217, 0.122122814183
218, 0.123429138246
219, 0.124745443886
220, 0.12607175286
221, 0.127408086191
222, 0.128754464157
223, 0.130110906284
224, 0.131477431328
225, 0.132854057275
226, 0.13424080132
227, 0.135637679864
228, 0.1370447085
229, 0.138461902005
230, 0.139889274326
231, 0.141326838572
232, 0.142774607007
233, 0.144232591031
234, 0.145700801179
235, 0.147179247104
236, 0.148667937573
237, 0.150166880449
238, 0.151676082688
239, 0.153195550325
240, 0.154725288467
241, 0.156265301279
242, 0.157815591978
243, 0.15937616282
244, 0.160947015092
245, 0.162528149102
246, 0.164119564169
247, 0.165721258615
248, 0.167333229752
249, 0.168955473874
250, 0.170587986251
251, 0.172230761114
252, 0.173883791649
253, 0.175547069989
254, 0.1772205872
255, 0.178904333278
256, 0.180598297136
257, 0.182302466595
258, 0.184016828379
259, 0.185741368103
260, 0.187476070265
261, 0.189220918237
262, 0.190975894258
263, 0.192740979428
264, 0.194516153692
265, 0.196301395841
266, 0.198096683498
267, 0.199901993114
268, 0.201717299956
269, 0.203542578104
270, 0.205377800441
271, 0.207222938646
272, 0.209077963187
273, 0.210942843314
274, 0.21281754705
275, 0.21470204119
276, 0.216596291286
277, 0.218500261648
278, 0.220413915334
279, 0.222337214143
280, 0.22427011861
281, 0.226212588002
282, 0.228164580309
283, 0.230126052239
284, 0.232096959215
285, 0.234077255367
286, 0.236066893527
287, 0.238065825226
288, 0.240074000687
289, 0.242091368821
290, 0.244117877223
291, 0.246153472169
292, 0.248198098607
293, 0.250251700158
294, 0.252314219111
295, 0.254385596418
296, 0.256465771692
297, 0.258554683202
298, 0.260652267872
299, 0.262758461278
300, 0.264873197643
301, 0.266996409838
302, 0.269128029376
303, 0.271267986412
304, 0.273416209743
305, 0.275572626803
306, 0.277737163661
307, 0.279909745025
308, 0.282090294235
309, 0.284278733266
310, 0.286474982725
311, 0.288678961853
312, 0.290890588522
313, 0.293109779237
314, 0.295336449138
315, 0.297570511995
316, 0.299811880213
317, 0.302060464832
318, 0.304316175529
319, 0.306578920617
320, 0.308848607049
321, 0.311125140418
322, 0.31340842496
323, 0.315698363556
324, 0.317994857737
325, 0.320297807681
326, 0.322607112221
327, 0.324922668848
328, 0.327244373711
329, 0.329572121625
330, 0.331905806072
331, 0.334245319205
332, 0.336590551856
333, 0.338941393536
334, 0.341297732444
335, 0.343659455468
336, 0.346026448196
337, 0.348398594917
338, 0.350775778627
339, 0.353157881038
340, 0.355544782584
341, 0.357936362425
342, 0.360332498456
343, 0.362733067314
344, 0.365137944386
345, 0.367547003814
346, 0.369960118507
347, 0.372377160145
348, 0.37479799919
349, 0.377222504895
350, 0.379650545311
351, 0.382081987297
352, 0.384516696531
353, 0.386954537516
354, 0.389395373594
355, 0.391839066954
356, 0.394285478643
357, 0.396734468574
358, 0.399185895544
359, 0.401639617237
360, 0.404095490239
361, 0.406553370052
362, 0.409013111101
363, 0.41147456675
364, 0.413937589313
365, 0.416402030067
366, 0.418867739264
367, 0.421334566144
368, 0.423802358952
369, 0.426270964945
370, 0.428740230412
371, 0.431210000685
372, 0.433680120155
373, 0.436150432282
374, 0.438620779617
375, 0.441091003813
376, 0.443560945638
377, 0.446030444995
378, 0.448499340935
379, 0.450967471674
380, 0.453434674609
381, 0.455900786333
382, 0.458365642653
383, 0.460829078609
384, 0.463290928484
385, 0.465751025829
386, 0.468209203476
387, 0.470665293558
388, 0.473119127523
389, 0.475570536158
390, 0.478019349602
391, 0.480465397366
392, 0.482908508353
393, 0.485348510877
394, 0.487785232678
395, 0.490218500946
396, 0.492648142339
397, 0.495073983002
398, 0.497495848585
399, 0.499913564266
400, 0.502326954771
401, 0.504735844392
402, 0.50714005701
403, 0.509539416112
404, 0.511933744816
405, 0.51432286589
406, 0.516706601772
407, 0.519084774593
408, 0.521457206198
409, 0.523823718168
410, 0.526184131838
411, 0.528538268326
412, 0.530885948548
413, 0.533226993243
414, 0.535561222996
415, 0.537888458259
416, 0.540208519373
417, 0.542521226593
418, 0.544826400108
419, 0.547123860066
420, 0.549413426593
421, 0.551694919822
422, 0.553968159911
423, 0.556232967068
424, 0.558489161575
425, 0.560736563811
426, 0.562974994274
427, 0.565204273606
428, 0.567424222616
429, 0.569634662304
430, 0.571835413884
431, 0.574026298809
432, 0.576207138793
433, 0.578377755838
434, 0.580537972253
435, 0.582687610683
436, 0.584826494131
437, 0.586954445979
438, 0.589071290017
439, 0.591176850466
440, 0.593270951999
441, 0.595353419767
442, 0.597424079426
443, 0.599482757155
444, 0.601529279685
445, 0.603563474321
446, 0.605585168969
447, 0.607594192155
448, 0.609590373052
449, 0.611573541506
450, 0.613543528056
451, 0.61550016396
452, 0.617443281221
453, 0.619372712606
454, 0.621288291675
455, 0.6231898528
456, 0.625077231192
457, 0.626950262926
458, 0.62880878496
459, 0.630652635162
460, 0.632481652332
461, 0.634295676226
462, 0.636094547581
463, 0.637878108134
464, 0.639646200648
465, 0.641398668937
466, 0.643135357883
467, 0.644856113465
468, 0.646560782778
469, 0.648249214057
470, 0.649921256698
471, 0.651576761284
472, 0.653215579603
473, 0.65483756467
474, 0.656442570754
475, 0.658030453395
476, 0.659601069427
477, 0.661154276998
478, 0.662689935596
479, 0.664207906064
480, 0.665708050627
481, 0.667190232908
482, 0.668654317949
483, 0.670100172236
484, 0.671527663715
485, 0.672936661813
486, 0.674327037457
487, 0.675698663096
488, 0.677051412721
489, 0.67838516188
490, 0.679699787701
491, 0.680995168908
492, 0.682271185844
493, 0.683527720483
494, 0.684764656455
495, 0.685981879058
496, 0.687179275281
497, 0.688356733818
498, 0.689514145084
499, 0.690651401236
500, 0.69176839619
501, 0.69286502563
502, 0.693941187035
503, 0.694996779687
504, 0.696031704688
505, 0.69704586498
506, 0.698039165354
507, 0.699011512468
508, 0.699962814864
509, 0.700892982977
510, 0.701801929153
511, 0.702689567661
512, 0.703555814707
513, 0.704400588448
514, 0.705223809002
515, 0.706025398466
516, 0.706805280922
517, 0.707563382453
518, 0.708299631153
519, 0.709013957141
520, 0.709706292568
521, 0.71037657163
522, 0.711024730579
523, 0.711650707732
524, 0.71225444348
525, 0.712835880299
526, 0.713394962761
527, 0.713931637538
528, 0.714445853412
529, 0.714937561287
530, 0.715406714193
531, 0.715853267293
532, 0.716277177892
533, 0.716678405445
534, 0.71705691156
535, 0.717412660006
536, 0.717745616721
537, 0.718055749811
538, 0.718343029563
539, 0.718607428444
540, 0.718848921109
541, 0.719067484401
542, 0.719263097359
543, 0.719435741218
544, 0.719585399416
545, 0.719712057592
546, 0.719815703591
547, 0.719896327465
548, 0.719953921475
549, 0.719988480092
550, 0.72
551, 0.719988480092
552, 0.719953921475
553, 0.719896327465
554, 0.719815703591
555, 0.719712057592
556, 0.719585399416
557, 0.719435741218
558, 0.719263097359
559, 0.719067484401
560, 0.718848921109
561, 0.718607428444
562, 0.718343029563
563, 0.718055749811
564, 0.717745616721
565, 0.717412660006
566, 0.71705691156
567, 0.716678405445
568, 0.716277177892
569, 0.715853267293
570, 0.715406714193
571, 0.714937561287
572, 0.714445853412
573, 0.713931637538
574, 0.713394962761
575, 0.712835880299
576, 0.71225444348
577, 0.711650707732
578, 0.711024730579
579, 0.71037657163
580, 0.709706292568
581, 0.709013957141
582, 0.708299631153
583, 0.707563382453
584, 0.706805280922
585, 0.706025398466
586, 0.705223809002
587, 0.704400588448
588, 0.703555814707
589, 0.702689567661
590, 0.701801929153
591, 0.700892982977
592, 0.699962814864
593, 0.699011512468
594, 0.698039165354
595, 0.69704586498
596, 0.696031704688
597, 0.694996779687
598, 0.693941187035
599, 0.69286502563
600, 0.69176839619
601, 0.690651401236
602, 0.689514145084
603, 0.688356733818
604, 0.687179275281
605, 0.685981879058
606, 0.684764656455
607, 0.683527720483
608, 0.682271185844
609, 0.680995168908
610, 0.679699787701
611, 0.67838516188
612, 0.677051412721
613, 0.675698663096
614, 0.674327037457
615, 0.672936661813
616, 0.671527663715
617, 0.670100172236
618, 0.668654317949
619, 0.667190232908
620, 0.665708050627
621, 0.664207906064
622, 0.662689935596
623, 0.661154276998
624, 0.659601069427
625, 0.658030453395
626, 0.656442570754
627, 0.65483756467
628, 0.653215579603
629, 0.651576761284
630, 0.649921256698
631, 0.648249214057
632, 0.646560782778
633, 0.644856113465
634, 0.643135357883
635, 0.641398668937
636, 0.639646200648
637, 0.637878108134
638, 0.636094547581
639, 0.634295676226
640, 0.632481652332
641, 0.630652635162
642, 0.62880878496
643, 0.626950262926
644, 0.625077231192
645, 0.6231898528
646, 0.621288291675
647, 0.619372712606
648, 0.617443281221
649, 0.61550016396
650, 0.613543528056
651, 0.611573541506
652, 0.609590373052
653, 0.607594192155
654, 0.605585168969
655, 0.603563474321
656, 0.601529279685
657, 0.599482757155
658, 0.597424079426
659, 0.595353419767
660, 0.593270951999
661, 0.591176850466
662, 0.589071290017
663, 0.586954445979
664, 0.584826494131
665, 0.582687610683
666, 0.580537972253
667, 0.578377755838
668, 0.576207138793
669, 0.574026298809
670, 0.571835413884
671, 0.569634662304
672, 0.567424222616
673, 0.565204273606
674, 0.562974994274
675, 0.560736563811
676, 0.558489161575
677, 0.556232967068
678, 0.553968159911
679, 0.551694919822
680, 0.549413426593
681, 0.547123860066
682, 0.544826400108
683, 0.542521226593
684, 0.540208519373
685, 0.537888458259
686, 0.535561222996
687, 0.533226993243
688, 0.530885948548
689, 0.528538268326
690, 0.526184131838
691, 0.523823718168
692, 0.521457206198
693, 0.519084774593
694, 0.516706601772
695, 0.51432286589
696, 0.511933744816
697, 0.509539416112
698, 0.50714005701
699, 0.504735844392
700, 0.502326954771
701, 0.499913564266
702, 0.497495848585
703, 0.495073983002
704, 0.492648142339
705, 0.490218500946
706, 0.487785232678
707, 0.485348510877
708, 0.482908508353
709, 0.480465397366
710, 0.478019349602
711, 0.475570536158
712, 0.473119127523
713, 0.470665293558
714, 0.468209203476
715, 0.465751025829
716, 0.463290928484
717, 0.460829078609
718, 0.458365642653
719, 0.455900786333
720, 0.453434674609
721, 0.450967471674
722, 0.448499340935
723, 0.446030444995
724, 0.443560945638
725, 0.441091003813
726, 0.438620779617
727, 0.436150432282
728, 0.433680120155
729, 0.431210000685
730, 0.428740230412
731, 0.426270964945
732, 0.423802358952
733, 0.421334566144
734, 0.418867739264
735, 0.416402030067
736, 0.413937589313
737, 0.41147456675
738, 0.409013111101
739, 0.406553370052
740, 0.404095490239
741, 0.401639617237
742, 0.399185895544
743, 0.396734468574
744, 0.394285478643
745, 0.391839066954
746, 0.389395373594
747, 0.386954537516
748, 0.384516696531
749, 0.382081987297
750, 0.379650545311
751, 0.377222504895
752, 0.37479799919
753, 0.372377160145
754, 0.369960118507
755, 0.367547003814
756, 0.365137944386
757, 0.362733067314
758, 0.360332498456
759, 0.357936362425
760, 0.355544782584
761, 0.353157881038
762, 0.350775778627
763, 0.348398594917
764, 0.346026448196
765, 0.343659455468
766, 0.341297732444
767, 0.338941393536
768, 0.336590551856
769, 0.334245319205
770, 0.331905806072
771, 0.329572121625
772, 0.327244373711
773, 0.324922668848
774, 0.322607112221
775, 0.320297807681
776, 0.317994857737
777, 0.315698363556
778, 0.31340842496
779, 0.311125140418
780, 0.308848607049
781, 0.306578920617
782, 0.304316175529
783, 0.302060464832
784, 0.299811880213
785, 0.297570511995
786, 0.295336449138
787, 0.293109779237
788, 0.290890588522
789, 0.288678961853
790, 0.286474982725
791, 0.284278733266
792, 0.282090294235
793, 0.279909745025
794, 0.277737163661
795, 0.275572626803
796, 0.273416209743
797, 0.271267986412
798, 0.269128029376
799, 0.266996409838
800, 0.264873197643
801, 0.262758461278
802, 0.260652267872
803, 0.258554683202
804, 0.256465771692
805, 0.254385596418
806, 0.252314219111
807, 0.250251700158
808, 0.248198098607
809, 0.246153472169
810, 0.244117877223
811, 0.242091368821
812, 0.240074000687
813, 0.238065825226
814, 0.236066893527
815, 0.234077255367
816, 0.232096959215
817, 0.230126052239
818, 0.228164580309
819, 0.226212588002
820, 0.22427011861
821, 0.222337214143
822, 0.220413915334
823, 0.218500261648
824, 0.216596291286
825, 0.21470204119
826, 0.21281754705
827, 0.210942843314
828, 0.209077963187
829, 0.207222938646
830, 0.205377800441
831, 0.203542578104
832, 0.201717299956
833, 0.199901993114
834, 0.198096683498
835, 0.196301395841
836, 0.194516153692
837, 0.192740979428
838, 0.190975894258
839, 0.189220918237
840, 0.187476070265
841, 0.185741368103
842, 0.184016828379
843, 0.182302466595
844, 0.180598297136
845, 0.178904333278
846, 0.1772205872
847, 0.175547069989
848, 0.173883791649
849, 0.172230761114
850, 0.170587986251
851, 0.168955473874
852, 0.167333229752
853, 0.165721258615
854, 0.164119564169
855, 0.162528149102
856, 0.160947015092
857, 0.15937616282
858, 0.157815591978
859, 0.156265301279
860, 0.154725288467
861, 0.153195550325
862, 0.151676082688
863, 0.150166880449
864, 0.148667937573
865, 0.147179247104
866, 0.145700801179
867, 0.144232591031
868, 0.142774607007
869, 0.141326838572
870, 0.139889274326
871, 0.138461902005
872, 0.1370447085
873, 0.135637679864
874, 0.13424080132
875, 0.132854057275
876, 0.131477431328
877, 0.130110906284
878, 0.128754464157
879, 0.127408086191
880, 0.12607175286
881, 0.124745443886
882, 0.123429138246
883, 0.122122814183
884, 0.120826449217
885, 0.119540020156
886, 0.118263503104
887, 0.116996873476
888, 0.115740106002
889, 0.114493174746
890, 0.113256053108
891, 0.11202871384
892, 0.110811129056
893, 0.109603270238
894, 0.108405108254
895, 0.107216613361
896, 0.106037755219
897, 0.104868502904
898, 0.103708824911
899, 0.102558689172
900, 0.101418063063
901, 0.100286913413
902, 0.0991652065169
903, 0.0980529081441
904, 0.0969499835497
905, 0.0958563974839
906, 0.0947721142028
907, 0.0936970974781
908, 0.0926313106074
909, 0.0915747164243
910, 0.090527277308
911, 0.0894889551938
912, 0.0884597115828
913, 0.0874395075517
914, 0.0864283037627
915, 0.0854260604733
916, 0.084432737546
917, 0.0834482944582
918, 0.0824726903113
919, 0.0815058838411
920, 0.0805478334264
921, 0.0795984970993
922, 0.0786578325541
923, 0.0777257971568
924, 0.0768023479545
925, 0.0758874416845
926, 0.0749810347838
927, 0.0740830833976
928, 0.0731935433891
929, 0.0723123703479
930, 0.0714395195992
931, 0.0705749462127
932, 0.0697186050115
933, 0.0688704505802
934, 0.0680304372746
935, 0.0671985192294
936, 0.0663746503672
937, 0.0655587844066
938, 0.064750874871
939, 0.0639508750968
940, 0.0631587382415
941, 0.0623744172916
942, 0.0615978650716
943, 0.060829034251
944, 0.0600678773528
945, 0.0593143467614
946, 0.0585683947301
947, 0.057829973389
948, 0.0570990347525
949, 0.0563755307273
950, 0.0556594131192
951, 0.0549506336409
952, 0.0542491439195
953, 0.0535548955032
954, 0.0528678398691
955, 0.0521879284298
956, 0.0515151125405
957, 0.0508493435061
958, 0.050190572588
959, 0.0495387510107
960, 0.0488938299687
961, 0.0482557606327
962, 0.0476244941568
963, 0.0469999816841
964, 0.0463821743538
965, 0.0457710233071
966, 0.0451664796932
967, 0.044568494676
968, 0.0439770194393
969, 0.0433920051937
970, 0.0428134031815
971, 0.0422411646832
972, 0.0416752410228
973, 0.0411155835735
974, 0.0405621437633
975, 0.0400148730803
976, 0.0394737230782
977, 0.0389386453814
978, 0.0384095916905
979, 0.037886513787
980, 0.0373693635387
981, 0.0368580929044
982, 0.0363526539388
983, 0.0358529987974
984, 0.0353590797411
985, 0.034870849141
986, 0.0343882594824
987, 0.0339112633702
988, 0.0334398135322
989, 0.0329738628242
990, 0.0325133642339
991, 0.032058270885
992, 0.0316085360415
993, 0.0311641131112
994, 0.0307249556503
995, 0.0302910173664
996, 0.0298622521231
997, 0.0294386139429
998, 0.0290200570114
999, 0.0286065356803
